datetime,PAR_fnf,CNS_fnf,DNP_fnf,FOL_fnf,ISB_fnf,KWH_fnf,EXC_fnf,MIL_fnf,yuba_fnf,NHG_fnf,NML_fnf,ORO_fnf,PFT_fnf,SHA_fnf,SUC_fnf,YRS_fnf
12/25/2006,3.682581184,4.795037219,8.235950315,31.88247365,5.540934777,3.253377212,3.254756679,7.296666631,40.05327003,2.889251304,6.637404348,115.4309603,6.542850832,751.4527152,0.81697576,75.29615418
12/26/2006,41.50158753,83.61604425,57.39852764,438.441459,5.592951588,3.470903219,18.73608527,15.98989907,380.9290063,78.1577027,46.72525956,1440.473283,7.667628053,3738.011988,0.883333731,872.5419269
12/27/2006,85.9580738,161.1784389,139.2969353,570.1886192,7.428357839,13.23627302,56.37084424,51.38297441,363.8691568,153.3017546,97.88054859,1378.021576,20.02083354,3307.682187,6.356940506,860.4606956
12/28/2006,22.85646079,39.07960997,46.3668468,123.5037439,5.890709704,11.18606601,20.05637292,25.66546411,71.21407331,36.18732732,31.94321389,284.0744047,12.9113528,859.4532961,5.056651293,167.8724587
12/29/2006,11.18239444,17.67857614,25.91998277,65.55844606,6.946706256,7.524592935,10.85120344,16.69536704,45.27132019,17.38393804,18.06151789,161.9618517,9.846443456,531.4365102,3.738246269,99.21110409
12/30/2006,8.844493698,13.50144538,21.19202286,53.67074185,7.147397813,7.546999473,8.906634413,14.48576747,41.1100342,10.39839119,13.67651489,125.9744488,9.403564329,430.4337779,4.720092454,82.97055455
12/31/2006,6.43766049,9.435517267,18.18831094,42.13737602,7.10290814,5.733932229,7.338939798,12.96352088,34.61340746,7.553931368,11.7571661,105.5322333,8.900105937,382.7444346,2.709543211,70.44062241
1/1/2007,7.886661708,7.359099256,16.22343847,34.38776274,6.198363618,4.250248125,8.847603633,14.31140059,31.85711515,16.96989084,13.2882868,104.4393797,10.50399049,263.6218891,3.062040478,34.15882344
1/2/2007,8.084896021,6.778680694,16.34121511,33.29568207,7.089483258,3.824193651,8.651619112,14.37491449,34.05196079,14.12767458,12.51576201,104.8297845,10.63739558,254.9544289,3.028689345,34.64534475
1/3/2007,8.772539799,6.763226365,17.9524432,35.25548674,7.537604103,3.848442938,9.099254718,14.9885134,38.73239226,13.27687017,16.3385737,114.7982804,11.62543533,314.8228965,3.14204,38.6875991
1/4/2007,19.02544457,22.21499309,23.71109461,107.7126991,7.347962831,4.407224853,10.57697193,16.46821284,95.83075549,43.11694984,23.53121596,255.2546076,12.02406032,524.6571823,3.179580503,103.5506297
1/5/2007,16.55303681,17.06683931,24.4818426,69.31583508,7.689828849,4.875821405,11.36291949,15.79713873,49.15547132,32.78465588,22.28615715,163.4453769,11.57595879,355.3256888,4.077305221,56.71491523
1/6/2007,10.47055701,10.27581809,18.23733968,45.77528619,7.481518981,4.234188613,8.898225008,13.86878115,37.10609999,20.71664147,15.53082437,119.6475135,10.79552107,275.7044952,3.489917799,40.99906946
1/7/2007,8.115711994,7.756147315,15.7174528,37.07860947,8.336678121,3.808170191,7.723831334,12.46719676,32.47712769,15.64253959,12.93284118,102.0395855,10.50265616,247.853599,3.087573213,35.61458194
1/8/2007,7.517975045,7.061632292,16.07046911,34.19170457,9.928113859,3.690039891,7.025857707,12.36772256,30.36651321,12.74366626,12.03792754,91.23885109,10.05132485,231.7863676,2.986129688,32.72298491
1/9/2007,7.890776981,6.719508177,16.24151146,32.82168428,9.677432759,3.888046734,6.823401102,13.62654166,29.56875563,10.64939524,11.93838267,84.81159195,9.994326461,226.1222278,2.777967298,31.16354334
1/10/2007,7.154194415,5.852780409,14.89066552,30.72813397,9.068523838,4.224645056,6.607260342,14.0173842,28.4962392,9.087975863,11.41896998,80.95830634,9.852926576,215.0255667,2.690914534,29.55338251
1/11/2007,6.111810811,4.888621795,13.41368225,28.10751788,8.168601147,4.12861617,6.177040261,13.04184686,27.4020939,8.21331373,10.30728094,75.98950145,9.643705311,196.52052,2.497243966,28.44494393
1/12/2007,5.298663,4.33613363,12.48461038,26.21194788,7.399146982,4.11878138,5.884422756,11.75014093,25.53763804,7.74439709,9.561836839,70.51714418,9.380930626,181.2513904,2.566302479,26.58202166
1/13/2007,4.685243187,3.831166865,11.45839323,24.40555675,6.748249965,3.782560826,5.567375123,10.84269105,24.23967323,7.079994564,8.761616324,66.17640529,9.053271596,170.1236391,2.457163189,25.2232343
1/14/2007,4.257168585,3.476139303,10.79400914,23.28854726,6.239157687,3.489992364,5.280472413,10.24653697,23.33947427,6.550677173,8.186847845,63.18871091,8.817801345,162.1711439,2.439335079,24.34411786
1/15/2007,3.941902935,3.214064842,10.35411396,22.31021801,5.892011111,3.267673417,5.083121471,9.969628413,22.54671511,6.163482953,7.770085511,61.01822853,8.76193338,157.3748131,2.371790535,23.61269136
1/16/2007,3.683198446,3.000395394,10.28089707,21.57446284,5.93656571,3.183883291,4.932530901,9.688640568,21.7683387,5.818891393,7.400773492,59.02888359,8.639167564,152.205587,2.290090095,22.92686603
1/17/2007,3.470445161,2.825713436,10.10353728,21.0878401,5.600613606,3.063359103,4.74382225,9.590823288,21.38370889,5.541207621,7.094938367,57.9979853,8.547467354,150.9349847,2.19536386,22.59073914
1/18/2007,3.29628676,2.711289466,9.595157165,20.47259705,5.677696986,2.915266996,4.565539211,9.470452447,20.90892994,5.224395307,6.835663292,57.24755688,8.517057511,145.9837287,2.114084634,22.12342142
