"Parameter","Region","Crop","Input","Level"
"Leontief","fk14","RICE","WATER",0.00
"Leontief","fk14","RICE","LABOR",0.00
"Leontief","fk14","RICE","SUPPL",0.00
"Leontief","fk14","SAFLR","LAND",0.00
"Leontief","fk14","SAFLR","WATER",0.00
"Leontief","fk14","SAFLR","LABOR",0.00
"Leontief","fk14","SAFLR","SUPPL",0.00
"Leontief","fk14","SBEET","LAND",0.00
"Leontief","fk14","SBEET","WATER",0.00
"Leontief","fk14","SBEET","LABOR",0.00
"Leontief","fk14","SBEET","SUPPL",0.00
"Leontief","fk14","SUBTRP","LAND",0.00
"Leontief","fk14","SUBTRP","WATER",0.00
"Leontief","fk14","SUBTRP","LABOR",0.00
"Leontief","fk14","SUBTRP","SUPPL",0.00
"Leontief","fk14","VINE","LAND",0.00
"Leontief","fk14","VINE","WATER",0.00
"Leontief","fk14","VINE","LABOR",0.00
"Leontief","fk14","VINE","SUPPL",0.00
"Leontief","fk12","ALFAL","LAND",0.00
"Leontief","fk12","ALFAL","WATER",0.00
"Leontief","fk12","ALFAL","LABOR",0.00
"Leontief","fk12","ALFAL","SUPPL",0.00
"Leontief","fk12","ALPIS","LAND",1.00
"Leontief","fk12","ALPIS","WATER",4.54
"Leontief","fk12","ALPIS","LABOR",0.29
"Leontief","fk12","ALPIS","SUPPL",0.64
"Leontief","fk12","CORN","LAND",0.00
"Leontief","fk12","CORN","WATER",0.00
"Leontief","fk12","CORN","LABOR",0.00
"Leontief","fk12","CORN","SUPPL",0.00
"Leontief","fk12","COTTN","LAND",0.00
"Leontief","fk12","COTTN","WATER",0.00
"Leontief","fk12","COTTN","LABOR",0.00
"Leontief","fk12","COTTN","SUPPL",0.00
"Leontief","fk12","CUCUR","LAND",0.00
"Leontief","fk12","CUCUR","WATER",0.00
"Leontief","fk12","CUCUR","LABOR",0.00
"Leontief","fk12","CUCUR","SUPPL",0.00
"Leontief","fk12","DRYBN","LAND",0.00
"Leontief","fk12","DRYBN","WATER",0.00
"Leontief","fk12","DRYBN","LABOR",0.00
"Leontief","fk12","DRYBN","SUPPL",0.00
"Leontief","fk12","FRTOM","LAND",0.00
"Leontief","fk12","FRTOM","WATER",0.00
"Leontief","fk12","FRTOM","LABOR",0.00
"Leontief","fk12","FRTOM","SUPPL",0.00
"Leontief","fk12","GRAIN","LAND",1.00
"Leontief","fk12","GRAIN","WATER",1.44
"Leontief","fk12","GRAIN","LABOR",0.27
"Leontief","fk12","GRAIN","SUPPL",4.33
"Leontief","fk12","ONGAR","LAND",0.00
"Leontief","fk12","ONGAR","WATER",0.00
"Leontief","fk12","ONGAR","LABOR",0.00
"Leontief","fk12","ONGAR","SUPPL",0.00
"Leontief","fk12","OTHDEC","LAND",1.00
"Leontief","fk12","OTHDEC","WATER",4.52
"Leontief","fk12","OTHDEC","LABOR",0.47
"Leontief","fk12","OTHDEC","SUPPL",3.17
"Leontief","fk12","OTHFLD","LAND",0.00
"Leontief","fk12","OTHFLD","WATER",0.00
"Leontief","fk12","OTHFLD","LABOR",0.00
"Leontief","fk12","OTHFLD","SUPPL",0.00
"Leontief","fk12","OTHTRK","LAND",0.00
"Leontief","fk12","OTHTRK","WATER",0.00
"Leontief","fk12","OTHTRK","LABOR",0.00
"Leontief","fk12","OTHTRK","SUPPL",0.00
"Leontief","fk12","PASTR","LAND",0.00
"Leontief","fk12","PASTR","WATER",0.00
"Leontief","fk12","PASTR","LABOR",0.00
"Leontief","fk12","PASTR","SUPPL",0.00
"Leontief","fk12","POTATO","LAND",0.00
"Leontief","fk12","POTATO","WATER",0.00
"Leontief","fk12","POTATO","LABOR",0.00
"Leontief","fk12","POTATO","SUPPL",0.00
"Leontief","fk12","PRTOM","LAND",0.00
"Leontief","fk12","PRTOM","WATER",0.00
"Leontief","fk12","PRTOM","LABOR",0.00
"Leontief","fk12","PRTOM","SUPPL",0.00
"Leontief","fk12","RICE","LAND",0.00
"Leontief","fk12","RICE","WATER",0.00
"Leontief","fk12","RICE","LABOR",0.00
"Leontief","fk12","RICE","SUPPL",0.00
"Leontief","fk12","SAFLR","LAND",0.00
"Leontief","fk12","SAFLR","WATER",0.00
"Leontief","fk12","SAFLR","LABOR",0.00
"Leontief","fk12","SAFLR","SUPPL",0.00
"Leontief","fk12","SBEET","LAND",0.00
"Leontief","fk12","SBEET","WATER",0.00
"Leontief","fk12","SBEET","LABOR",0.00
"Leontief","fk12","SBEET","SUPPL",0.00
"Leontief","fk12","SUBTRP","LAND",1.00
"Leontief","fk12","SUBTRP","WATER",3.96
"Leontief","fk12","SUBTRP","LABOR",1.33
"Leontief","fk12","SUBTRP","SUPPL",3.46
"Leontief","fk12","VINE","LAND",0.00
"Leontief","fk12","VINE","WATER",0.00
"Leontief","fk12","VINE","LABOR",0.00
"Leontief","fk12","VINE","SUPPL",0.00
"Leontief","fk10","ALFAL","LAND",1.00
"Leontief","fk10","ALFAL","WATER",5.44
"Leontief","fk10","ALFAL","LABOR",0.01
"Leontief","fk10","ALFAL","SUPPL",0.13
"Leontief","fk10","ALPIS","LAND",1.00
"Leontief","fk10","ALPIS","WATER",4.59
"Leontief","fk10","ALPIS","LABOR",0.03
"Leontief","fk10","ALPIS","SUPPL",0.06
"Leontief","fk10","CORN","LAND",1.00
"Leontief","fk10","CORN","WATER",2.50
"Leontief","fk10","CORN","LABOR",0.18
"Leontief","fk10","CORN","SUPPL",0.66
"Leontief","fk10","COTTN","LAND",1.00
"Leontief","fk10","COTTN","WATER",3.75
"Leontief","fk10","COTTN","LABOR",0.54
"Leontief","fk10","COTTN","SUPPL",2.29
"Leontief","fk10","CUCUR","LAND",1.00
"Leontief","fk10","CUCUR","WATER",2.62
"Leontief","fk10","CUCUR","LABOR",80.51
"Leontief","fk10","CUCUR","SUPPL",38.54
"Leontief","fk10","DRYBN","LAND",0.00
"Leontief","fk10","DRYBN","WATER",0.00
"Leontief","fk10","DRYBN","LABOR",0.00
"Leontief","fk10","DRYBN","SUPPL",0.00
"Leontief","fk10","FRTOM","LAND",0.00
"Leontief","fk10","FRTOM","WATER",0.00
"Leontief","fk10","FRTOM","LABOR",0.00
"Leontief","fk10","FRTOM","SUPPL",0.00
"Leontief","fk10","GRAIN","LAND",1.00
"Leontief","fk10","GRAIN","WATER",1.46
"Leontief","fk10","GRAIN","LABOR",0.01
"Leontief","fk10","GRAIN","SUPPL",0.18
"Leontief","fk10","ONGAR","LAND",1.00
"Leontief","fk10","ONGAR","WATER",3.53
"Leontief","fk10","ONGAR","LABOR",3.47
"Leontief","fk10","ONGAR","SUPPL",10.86
"Leontief","fk10","OTHDEC","LAND",1.00
"Leontief","fk10","OTHDEC","WATER",4.32
"Leontief","fk10","OTHDEC","LABOR",0.09
"Leontief","fk10","OTHDEC","SUPPL",0.60
"Leontief","fk10","OTHFLD","LAND",1.00
"Leontief","fk10","OTHFLD","WATER",3.31
"Leontief","fk10","OTHFLD","LABOR",0.66
"Leontief","fk10","OTHFLD","SUPPL",1.45
"Leontief","fk10","OTHTRK","LAND",1.00
"Leontief","fk10","OTHTRK","WATER",2.05
"Leontief","fk10","OTHTRK","LABOR",2.39
"Leontief","fk10","OTHTRK","SUPPL",12.54
"Leontief","fk10","PASTR","LAND",0.00
"Leontief","fk10","PASTR","WATER",0.00
"Leontief","fk10","PASTR","LABOR",0.00
"Leontief","fk10","PASTR","SUPPL",0.00
"Leontief","fk10","POTATO","LAND",0.00
"Leontief","fk10","POTATO","WATER",0.00
"Leontief","fk10","POTATO","LABOR",0.00
"Leontief","fk10","POTATO","SUPPL",0.00
"Leontief","fk10","PRTOM","LAND",0.00
"Leontief","fk10","PRTOM","WATER",0.00
"Leontief","fk10","PRTOM","LABOR",0.00
"Leontief","fk10","PRTOM","SUPPL",0.00
"Leontief","fk10","RICE","LAND",0.00
"Leontief","fk10","RICE","WATER",0.00
"Leontief","fk10","RICE","LABOR",0.00
"Leontief","fk10","RICE","SUPPL",0.00
"Leontief","fk10","SAFLR","LAND",0.00
"Leontief","fk10","SAFLR","WATER",0.00
"Leontief","fk10","SAFLR","LABOR",0.00
"Leontief","fk10","SAFLR","SUPPL",0.00
"Leontief","fk10","SBEET","LAND",0.00
"Leontief","fk10","SBEET","WATER",0.00
"Leontief","fk10","SBEET","LABOR",0.00
"Leontief","fk10","SBEET","SUPPL",0.00
"Leontief","fk10","SUBTRP","LAND",1.00
"Leontief","fk10","SUBTRP","WATER",4.16
"Leontief","fk10","SUBTRP","LABOR",0.09
"Leontief","fk10","SUBTRP","SUPPL",0.23
"Leontief","fk10","VINE","LAND",1.00
"Leontief","fk10","VINE","WATER",3.75
"Leontief","fk10","VINE","LABOR",0.06
"Leontief","fk10","VINE","SUPPL",0.04
"Leontief","fk09","ALFAL","LAND",1.00
"Leontief","fk09","ALFAL","WATER",5.44
"Leontief","fk09","ALFAL","LABOR",0.01
"Leontief","fk09","ALFAL","SUPPL",0.18
"Leontief","fk09","ALPIS","LAND",1.00
"Leontief","fk09","ALPIS","WATER",4.59
"Leontief","fk09","ALPIS","LABOR",0.02
"Leontief","fk09","ALPIS","SUPPL",0.05
"Leontief","fk09","CORN","LAND",1.00
"Leontief","fk09","CORN","WATER",2.50
"Leontief","fk09","CORN","LABOR",0.16
"Leontief","fk09","CORN","SUPPL",0.59
"Leontief","fk09","COTTN","LAND",1.00
"Leontief","fk09","COTTN","WATER",3.75
"Leontief","fk09","COTTN","LABOR",0.16
"Leontief","fk09","COTTN","SUPPL",0.66
"Leontief","fk09","CUCUR","LAND",0.00
"Leontief","fk09","CUCUR","WATER",0.00
"Leontief","fk09","CUCUR","LABOR",0.00
"Leontief","fk09","CUCUR","SUPPL",0.00
"Leontief","fk09","DRYBN","LAND",1.00
"Leontief","fk09","DRYBN","WATER",2.30
"Leontief","fk09","DRYBN","LABOR",0.12
"Leontief","fk09","DRYBN","SUPPL",0.34
"Leontief","fk09","FRTOM","LAND",0.00
"Leontief","fk09","FRTOM","WATER",0.00
"Leontief","fk09","FRTOM","LABOR",0.00
"Leontief","fk09","FRTOM","SUPPL",0.00
"Leontief","fk09","GRAIN","LAND",1.00
"Leontief","fk09","GRAIN","WATER",1.46
"Leontief","fk09","GRAIN","LABOR",0.01
"Leontief","fk09","GRAIN","SUPPL",0.19
"Leontief","fk09","ONGAR","LAND",1.00
"Leontief","fk09","ONGAR","WATER",3.53
"Leontief","fk09","ONGAR","LABOR",6.28
"Leontief","fk09","ONGAR","SUPPL",19.65
"Leontief","fk09","OTHDEC","LAND",1.00
"Leontief","fk09","OTHDEC","WATER",4.32
"Leontief","fk09","OTHDEC","LABOR",0.10
"Leontief","fk09","OTHDEC","SUPPL",0.68
"Leontief","fk09","OTHFLD","LAND",0.00
"Leontief","fk09","OTHFLD","WATER",0.00
"Leontief","fk09","OTHFLD","LABOR",0.00
"Leontief","fk09","OTHFLD","SUPPL",0.00
"Leontief","fk09","OTHTRK","LAND",1.00
"Leontief","fk09","OTHTRK","WATER",2.05
"Leontief","fk09","OTHTRK","LABOR",0.51
"Leontief","fk09","OTHTRK","SUPPL",2.69
"Leontief","fk09","PASTR","LAND",0.00
"Leontief","fk09","PASTR","WATER",0.00
"Leontief","fk09","PASTR","LABOR",0.00
"Leontief","fk09","PASTR","SUPPL",0.00
"Leontief","fk09","POTATO","LAND",1.00
"Leontief","fk09","POTATO","WATER",1.98
"Leontief","fk09","POTATO","LABOR",0.94
"Leontief","fk09","POTATO","SUPPL",3.80
"Leontief","fk09","PRTOM","LAND",1.00
"Leontief","fk09","PRTOM","WATER",2.38
"Leontief","fk09","PRTOM","LABOR",2.16
"Leontief","fk09","PRTOM","SUPPL",5.59
"Leontief","fk09","RICE","LAND",0.00
"Leontief","fk09","RICE","WATER",0.00
"Leontief","fk09","RICE","LABOR",0.00
"Leontief","fk09","RICE","SUPPL",0.00
"Leontief","fk09","SAFLR","LAND",0.00
"Leontief","fk09","SAFLR","WATER",0.00
"Leontief","fk09","SAFLR","LABOR",0.00
"Leontief","fk09","SAFLR","SUPPL",0.00
"Leontief","fk09","SBEET","LAND",0.00
"Leontief","fk09","SBEET","WATER",0.00
"Leontief","fk09","SBEET","LABOR",0.00
"Leontief","fk09","SBEET","SUPPL",0.00
"Leontief","fk09","SUBTRP","LAND",0.00
"Leontief","fk09","SUBTRP","WATER",0.00
"Leontief","fk09","SUBTRP","LABOR",0.00
"Leontief","fk09","SUBTRP","SUPPL",0.00
"Leontief","fk09","VINE","LAND",1.00
"Leontief","fk09","VINE","WATER",3.75
"Leontief","fk09","VINE","LABOR",0.55
"Leontief","fk09","VINE","SUPPL",0.33
"Leontief","ot2","ALFAL","LAND",1.00
"Leontief","ot2","ALFAL","WATER",5.44
"Leontief","ot2","ALFAL","LABOR",0.02
"Leontief","ot2","ALFAL","SUPPL",0.19
"Leontief","ot2","ALPIS","LAND",1.00
"Leontief","ot2","ALPIS","WATER",4.59
"Leontief","ot2","ALPIS","LABOR",0.01
"Leontief","ot2","ALPIS","SUPPL",0.03
"Leontief","ot2","CORN","LAND",1.00
"Leontief","ot2","CORN","WATER",2.50
"Leontief","ot2","CORN","LABOR",0.49
"Leontief","ot2","CORN","SUPPL",1.83
"Leontief","ot2","COTTN","LAND",1.00
"Leontief","ot2","COTTN","WATER",3.75
"Leontief","ot2","COTTN","LABOR",0.08
"Leontief","ot2","COTTN","SUPPL",0.36
"Leontief","ot2","CUCUR","LAND",1.00
"Leontief","ot2","CUCUR","WATER",2.62
"Leontief","ot2","CUCUR","LABOR",76.25
"Leontief","ot2","CUCUR","SUPPL",36.50
"Leontief","ot2","DRYBN","LAND",1.00
"Leontief","ot2","DRYBN","WATER",2.30
"Leontief","ot2","DRYBN","LABOR",0.28
"Leontief","ot2","DRYBN","SUPPL",0.76
"Leontief","ot2","FRTOM","LAND",0.00
"Leontief","ot2","FRTOM","WATER",0.00
"Leontief","ot2","FRTOM","LABOR",0.00
"Leontief","ot2","FRTOM","SUPPL",0.00
"Leontief","ot2","GRAIN","LAND",1.00
"Leontief","ot2","GRAIN","WATER",1.46
"Leontief","ot2","GRAIN","LABOR",0.01
"Leontief","ot2","GRAIN","SUPPL",0.14
"Leontief","ot2","ONGAR","LAND",1.00
"Leontief","ot2","ONGAR","WATER",3.53
"Leontief","ot2","ONGAR","LABOR",0.93
"Leontief","ot2","ONGAR","SUPPL",2.90
"Leontief","ot2","OTHDEC","LAND",1.00
"Leontief","ot2","OTHDEC","WATER",4.32
"Leontief","ot2","OTHDEC","LABOR",0.08
"Leontief","ot2","OTHDEC","SUPPL",0.53
"Leontief","ot2","OTHFLD","LAND",1.00
"Leontief","ot2","OTHFLD","WATER",3.31
"Leontief","ot2","OTHFLD","LABOR",0.82
"Leontief","ot2","OTHFLD","SUPPL",1.80
"Leontief","ot2","OTHTRK","LAND",1.00
"Leontief","ot2","OTHTRK","WATER",2.05
"Leontief","ot2","OTHTRK","LABOR",0.21
"Leontief","ot2","OTHTRK","SUPPL",1.12
"Leontief","ot2","PASTR","LAND",0.00
"Leontief","ot2","PASTR","WATER",0.00
"Leontief","ot2","PASTR","LABOR",0.00
"Leontief","ot2","PASTR","SUPPL",0.00
"Leontief","ot2","POTATO","LAND",1.00
"Leontief","ot2","POTATO","WATER",1.98
"Leontief","ot2","POTATO","LABOR",0.23
"Leontief","ot2","POTATO","SUPPL",0.94
"Leontief","ot2","PRTOM","LAND",1.00
"Leontief","ot2","PRTOM","WATER",2.38
"Leontief","ot2","PRTOM","LABOR",0.93
"Leontief","ot2","PRTOM","SUPPL",2.40
"Leontief","ot2","RICE","LAND",0.00
"Leontief","ot2","RICE","WATER",0.00
"Leontief","ot2","RICE","LABOR",0.00
"Leontief","ot2","RICE","SUPPL",0.00
"Leontief","ot2","SAFLR","LAND",0.00
"Leontief","ot2","SAFLR","WATER",0.00
"Leontief","ot2","SAFLR","LABOR",0.00
"Leontief","ot2","SAFLR","SUPPL",0.00
"Leontief","ot2","SBEET","LAND",0.00
"Leontief","ot2","SBEET","WATER",0.00
"Leontief","ot2","SBEET","LABOR",0.00
"Leontief","ot2","SBEET","SUPPL",0.00
"Leontief","ot2","SUBTRP","LAND",0.00
"Leontief","ot2","SUBTRP","WATER",0.00
"Leontief","ot2","SUBTRP","LABOR",0.00
"Leontief","ot2","SUBTRP","SUPPL",0.00
"Leontief","ot2","VINE","LAND",1.00
"Leontief","ot2","VINE","WATER",3.75
"Leontief","ot2","VINE","LABOR",0.16
"Leontief","ot2","VINE","SUPPL",0.10
"Leontief","ot3","ALFAL","LAND",0.00
"Leontief","ot3","ALFAL","WATER",0.00
"Leontief","ot3","ALFAL","LABOR",0.00
"Leontief","ot3","ALFAL","SUPPL",0.00
"Leontief","ot3","ALPIS","LAND",1.00
"Leontief","ot3","ALPIS","WATER",4.59
"Leontief","ot3","ALPIS","LABOR",2.85
"Leontief","ot3","ALPIS","SUPPL",6.27
"Leontief","ot3","CORN","LAND",0.00
"Leontief","ot3","CORN","WATER",0.00
"Leontief","ot3","CORN","LABOR",0.00
"Leontief","ot3","CORN","SUPPL",0.00
"Leontief","ot3","COTTN","LAND",0.00
"Leontief","ot3","COTTN","WATER",0.00
"Leontief","ot3","COTTN","LABOR",0.00
"Leontief","ot3","COTTN","SUPPL",0.00
"Leontief","ot3","CUCUR","LAND",0.00
"Leontief","ot3","CUCUR","WATER",0.00
"Leontief","ot3","CUCUR","LABOR",0.00
"Leontief","ot3","CUCUR","SUPPL",0.00
"Leontief","ot3","DRYBN","LAND",0.00
"Leontief","ot3","DRYBN","WATER",0.00
"Leontief","ot3","DRYBN","LABOR",0.00
"Leontief","ot3","DRYBN","SUPPL",0.00
"Leontief","ot3","FRTOM","LAND",0.00
"Leontief","ot3","FRTOM","WATER",0.00
"Leontief","ot3","FRTOM","LABOR",0.00
"Leontief","ot3","FRTOM","SUPPL",0.00
"Leontief","ot3","GRAIN","LAND",0.00
"Leontief","ot3","GRAIN","WATER",0.00
"Leontief","ot3","GRAIN","LABOR",0.00
"Leontief","ot3","GRAIN","SUPPL",0.00
"Leontief","ot3","ONGAR","LAND",0.00
"Leontief","ot3","ONGAR","WATER",0.00
"Leontief","ot3","ONGAR","LABOR",0.00
"Leontief","ot3","ONGAR","SUPPL",0.00
"Leontief","ot3","OTHDEC","LAND",0.00
"Leontief","ot3","OTHDEC","WATER",0.00
"Leontief","ot3","OTHDEC","LABOR",0.00
"Leontief","ot3","OTHDEC","SUPPL",0.00
"Leontief","ot3","OTHFLD","LAND",0.00
"Leontief","ot3","OTHFLD","WATER",0.00
"Leontief","ot3","OTHFLD","LABOR",0.00
"Leontief","ot3","OTHFLD","SUPPL",0.00
"Leontief","ot3","OTHTRK","LAND",0.00
"Leontief","ot3","OTHTRK","WATER",0.00
"Leontief","ot3","OTHTRK","LABOR",0.00
"Leontief","ot3","OTHTRK","SUPPL",0.00
"Leontief","ot3","PASTR","LAND",0.00
"Leontief","ot3","PASTR","WATER",0.00
"Leontief","ot3","PASTR","LABOR",0.00
"Leontief","ot3","PASTR","SUPPL",0.00
"Leontief","ot3","POTATO","LAND",0.00
"Leontief","ot3","POTATO","WATER",0.00
"Leontief","ot3","POTATO","LABOR",0.00
"Leontief","ot3","POTATO","SUPPL",0.00
"Leontief","ot3","PRTOM","LAND",0.00
"Leontief","ot3","PRTOM","WATER",0.00
"Leontief","ot3","PRTOM","LABOR",0.00
"Leontief","ot3","PRTOM","SUPPL",0.00
"Leontief","ot3","RICE","LAND",0.00
"Leontief","ot3","RICE","WATER",0.00
"Leontief","ot3","RICE","LABOR",0.00
"Leontief","ot3","RICE","SUPPL",0.00
"Leontief","ot3","SAFLR","LAND",0.00
"Leontief","ot3","SAFLR","WATER",0.00
"Leontief","ot3","SAFLR","LABOR",0.00
"Leontief","ot3","SAFLR","SUPPL",0.00
"Leontief","ot3","SBEET","LAND",0.00
"Leontief","ot3","SBEET","WATER",0.00
"Leontief","ot3","SBEET","LABOR",0.00
"Leontief","ot3","SBEET","SUPPL",0.00
"Leontief","ot3","SUBTRP","LAND",1.00
"Leontief","ot3","SUBTRP","WATER",4.16
"Leontief","ot3","SUBTRP","LABOR",0.45
"Leontief","ot3","SUBTRP","SUPPL",1.16
"Leontief","ot3","VINE","LAND",0.00
"Leontief","ot3","VINE","WATER",0.00
"Leontief","ot3","VINE","LABOR",0.00
"Leontief","ot3","VINE","SUPPL",0.00
"Leontief","ot1","ALFAL","LAND",0.00
"Leontief","ot1","ALFAL","WATER",0.00
"Leontief","ot1","ALFAL","LABOR",0.00
"Leontief","ot1","ALFAL","SUPPL",0.00
"Leontief","ot1","ALPIS","LAND",1.00
"Leontief","ot1","ALPIS","WATER",4.37
"Leontief","ot1","ALPIS","LABOR",0.03
"Leontief","ot1","ALPIS","SUPPL",0.07
"Leontief","ot1","CORN","LAND",0.00
"Leontief","ot1","CORN","WATER",0.00
"Leontief","ot1","CORN","LABOR",0.00
"Leontief","ot1","CORN","SUPPL",0.00
"Leontief","ot1","COTTN","LAND",0.00
"Leontief","ot1","COTTN","WATER",0.00
"Leontief","ot1","COTTN","LABOR",0.00
"Leontief","ot1","COTTN","SUPPL",0.00
"Leontief","ot1","CUCUR","LAND",0.00
"Leontief","ot1","CUCUR","WATER",0.00
"Leontief","ot1","CUCUR","LABOR",0.00
"Leontief","ot1","CUCUR","SUPPL",0.00
"Leontief","ot1","DRYBN","LAND",0.00
"Leontief","ot1","DRYBN","WATER",0.00
"Leontief","ot1","DRYBN","LABOR",0.00
"Leontief","ot1","DRYBN","SUPPL",0.00
"Leontief","ot1","FRTOM","LAND",0.00
"Leontief","ot1","FRTOM","WATER",0.00
"Leontief","ot1","FRTOM","LABOR",0.00
"Leontief","ot1","FRTOM","SUPPL",0.00
"Leontief","ot1","GRAIN","LAND",0.00
"Leontief","ot1","GRAIN","WATER",0.00
"Leontief","ot1","GRAIN","LABOR",0.00
"Leontief","ot1","GRAIN","SUPPL",0.00
"Leontief","ot1","ONGAR","LAND",0.00
"Leontief","ot1","ONGAR","WATER",0.00
"Leontief","ot1","ONGAR","LABOR",0.00
"Leontief","ot1","ONGAR","SUPPL",0.00
"Leontief","ot1","OTHDEC","LAND",1.00
"Leontief","ot1","OTHDEC","WATER",3.89
"Leontief","ot1","OTHDEC","LABOR",0.04
"Leontief","ot1","OTHDEC","SUPPL",0.27
"Leontief","ot1","OTHFLD","LAND",0.00
"Leontief","ot1","OTHFLD","WATER",0.00
"Leontief","ot1","OTHFLD","LABOR",0.00
"Leontief","ot1","OTHFLD","SUPPL",0.00
"Leontief","ot1","OTHTRK","LAND",0.00
"Leontief","ot1","OTHTRK","WATER",0.00
"Leontief","ot1","OTHTRK","LABOR",0.00
"Leontief","ot1","OTHTRK","SUPPL",0.00
"Leontief","ot1","PASTR","LAND",0.00
"Leontief","ot1","PASTR","WATER",0.00
"Leontief","ot1","PASTR","LABOR",0.00
"Leontief","ot1","PASTR","SUPPL",0.00
"Leontief","ot1","POTATO","LAND",0.00
"Leontief","ot1","POTATO","WATER",0.00
"Leontief","ot1","POTATO","LABOR",0.00
"Leontief","ot1","POTATO","SUPPL",0.00
"Leontief","ot1","PRTOM","LAND",0.00
"Leontief","ot1","PRTOM","WATER",0.00
"Leontief","ot1","PRTOM","LABOR",0.00
"Leontief","ot1","PRTOM","SUPPL",0.00
"Leontief","ot1","RICE","LAND",0.00
"Leontief","ot1","RICE","WATER",0.00
"Leontief","ot1","RICE","LABOR",0.00
"Leontief","ot1","RICE","SUPPL",0.00
"Leontief","ot1","SAFLR","LAND",0.00
"Leontief","ot1","SAFLR","WATER",0.00
"Leontief","ot1","SAFLR","LABOR",0.00
"Leontief","ot1","SAFLR","SUPPL",0.00
"Leontief","ot1","SBEET","LAND",0.00
"Leontief","ot1","SBEET","WATER",0.00
"Leontief","ot1","SBEET","LABOR",0.00
"Leontief","ot1","SBEET","SUPPL",0.00
"Leontief","ot1","SUBTRP","LAND",0.00
"Leontief","ot1","SUBTRP","WATER",0.00
"Leontief","ot1","SUBTRP","LABOR",0.00
"Leontief","ot1","SUBTRP","SUPPL",0.00
"Leontief","ot1","VINE","LAND",1.00
"Leontief","ot1","VINE","WATER",3.50
"Leontief","ot1","VINE","LABOR",0.79
"Leontief","ot1","VINE","SUPPL",0.48
